	id	logo	name	token	tokenDescription	tokenAddress	tokenDecimals	tokenDescriptionUrl	earnedToken	earnedTokenAddress	earnContractAddress	pricePerFullShare	tvl	oracle	oracleid	oraclePrice	depositsPaused	status	platform	assets	callFee	launchpool	refundContractAddress
64	monster-mss-busd	single-assets/MSS.png	MSS-BUSD LP	MSS-BUSD LP	Uses: Pancake	0x73601076A92E0D1bD81737B38B150D6842aa1aA1	18	#	mooMonsterMSS-BUSD	0x3B6C7bC3BE5C60c875cF415A97e6539cC28ECa32	0x3B6C7bC3BE5C60c875cF415A97e6539cC28ECa32	1	0	lps	monster-mss-busd	0	False	active	MonsterSlayer	['MSS', 'BUSD']	0.5		
65	jul-juld	single-assets/JULD.png	JULD	JULD	Uses: JulSwap	0x5a41f637c3f7553dba6ddc2d3ca92641096577ea	18	#	mooJulJULD	0x90d8AB2731f937f9ec98d0bbe6D4CBD4D95473db	0x90d8AB2731f937f9ec98d0bbe6D4CBD4D95473db	1	0	coingecko	julswap	0	False	active	JulSwap	['JULD']	0.5		
66	cake-bdo-bnb	single-assets/BDO.png	BDO-BNB LP	BDO-BNB LP	Uses: Pancake	0x74690f829fec83ea424ee1F1654041b2491A7bE9	18	#	mooPancakeBDO-BNB	0x48Cb3540CB0BB4C6dDF638209e0631Ec85c1a477	0x48Cb3540CB0BB4C6dDF638209e0631Ec85c1a477	1	0	lps	cake-bdo-bnb	0	False	active	Pancake	['BDO', 'BNB']	0.5		
67	kebab-kebab	single-assets/KEBAB.png	KEBAB	KEBAB	Uses: Kebab	0x7979f6c54eba05e18ded44c4f986f49a5de551c2	18	#	mooKebab	0xE2231D4ca4921Cb35680bac714C9d40C8d217494	0xE2231D4ca4921Cb35680bac714C9d40C8d217494	1	0	pancake	KEBAB	0	False	active	Kebab	['KEBAB']	0.5		
68	kebab-kebab-busd	busd-pairs/KEBAB-BUSD.png	KEBAB-BUSD LP	KEBAB-BUSD LP	Uses: Kebab	0xD51bee2E0A3886289F6D229b6f30c0C2b34fC0Ec	18	#	mooKebabKEBAB-BUSD	0xF0A7626eCcBee00aF144BB1f77CD187AF85BBf41	0xF0A7626eCcBee00aF144BB1f77CD187AF85BBf41	1	0	lps	kebab-kebab-busd	0	False	active	Kebab	['KEBAB', 'BUSD']	0.5		
69	kebab-kebab-bnb	bnb-pairs/KEBAB-BNB.png	KEBAB-BNB LP	KEBAB-BNB LP	Uses: Kebab	0x25fd42d82d5c238ee7aa277261aa6ca5bdfe5cd4	18	#	mooKebabKEBAB-BNB	0x2Eb92E2882030B8e153370d208462D4dDf7041d2	0x2Eb92E2882030B8e153370d208462D4dDf7041d2	1	0	lps	kebab-kebab-bnb	0	False	active	Kebab	['KEBAB', 'BNB']	0.5		
70	cake-egld-bnb	bnb-pairs/EGLD-BNB.svg	EGLD-BNB LP	EGLD-BNB LP	Uses: Pancake	0x3Ef4952C7a9AfbE374EA02d1Bf5eD5a0015b7716	18	#	mooPancakeEGLD-BNB	0x3d0bd3C73eF66C8b487A49f50410173C44261285	0x3d0bd3C73eF66C8b487A49f50410173C44261285	1	0	lps	cake-egld-bnb	0	False	active	Pancake	['EGLD', 'BNB']	0.5		
71	cake-mamzn-ust	ust-pairs/MAMZN-UST.svg	MAMZN-UST LP	MAMZN-UST LP	Uses: Pancake	0xc92Dc34665c8a21f98E1E38474580b61b4f3e1b9	18	#	mooPancakeMAMZN-UST	0x69009287479805E7372284835627564bad02107D	0x69009287479805E7372284835627564bad02107D	1	0	lps	cake-mamzn-ust	0	False	active	Pancake	['MAMZN', 'UST']	0.5		
72	cake-mgoogl-ust	ust-pairs/MGOOGL-UST.svg	MGOOGL-UST LP	MGOOGL-UST LP	Uses: Pancake	0x852A68181f789AE6d1Da3dF101740a59A071004f	18	#	mooPancakeMGOOGL-UST	0xfBa61aC24B46c5B7298De02FBa8F577C1c5005e9	0xfBa61aC24B46c5B7298De02FBa8F577C1c5005e9	1	0	lps	cake-mgoogl-ust	0	False	active	Pancake	['MGOOGL', 'UST']	0.5		
73	cake-mnflx-ust	ust-pairs/MNFLX-UST.svg	MNFLX-UST LP	MNFLX-UST LP	Uses: Pancake	0xF609ade3846981825776068a8eD7746470029D1f	18	#	mooPancakeMNFLX-UST	0x7185017145ea364163cCd708E0c78AC0297D6A94	0x7185017145ea364163cCd708E0c78AC0297D6A94	1	0	lps	cake-mnflx-ust	0	False	active	Pancake	['MNFLX', 'UST']	0.5		
74	cake-mtsla-ust	ust-pairs/MTSLA-UST.svg	MTSLA-UST LP	MTSLA-UST LP	Uses: Pancake	0xD5664D2d15cdffD597515f1c0D945c6c1D3Bf85B	18	#	mooPancakeMTSLA-UST	0x42BeB2855aa620C5c9dD073FA888c43c8a65c34f	0x42BeB2855aa620C5c9dD073FA888c43c8a65c34f	1	0	lps	cake-mtsla-ust	0	False	active	Pancake	['MTSLA', 'UST']	0.5		
75	cake-wsote-bnb	bnb-pairs/WSOTE-BNB.svg	WSOTE-BNB LP	WSOTE-BNB LP	Uses: Pancake	0xFfb9E2d5ce4378F1a89b29bf53F80804CC078102	18	#	mooPancakeWSOTE-BNB	0x5B6c3432B724Ce198B93769970f1dF36Ac5552F8	0x5B6c3432B724Ce198B93769970f1dF36Ac5552F8	1	0	lps	cake-wsote-bnb	0	False	active	Pancake	['WSOTE', 'BNB']	0.5		
76	cake-front-bnb	bnb-pairs/FRONT-BNB.svg	FRONT-BNB LP	FRONT-BNB LP	Uses: Pancake	0x36b7D2e5C7877392Fb17f9219efaD56F3D794700	18	#	mooPancakeFRONT-BNB	0x1Ae7E76e2Eb74070774bbd9EAC75585452f24C23	0x1Ae7E76e2Eb74070774bbd9EAC75585452f24C23	1	0	lps	cake-front-bnb	0	False	active	Pancake	['FRONT', 'BNB']	0.5		
77	cake-btcst-bnb	bnb-pairs/BTCST-BNB.svg	BTCST-BNB LP	BTCST-BNB LP	Uses: Pancake	0x91589786D36fEe5B27A5539CfE638a5fc9834665	18	#	mooPancakeBTCST-BNB	0xfC083Cb104b48924AB44C69537b1450B2e78eBD6	0xfC083Cb104b48924AB44C69537b1450B2e78eBD6	1	0	lps	cake-btcst-bnb	0	False	active	Pancake	['BTCST', 'BNB']	0.5		
78	bhc-bhc	single-assets/BHC.png	BHC	BHC	Uses: BillionHappiness	0x6fd7c98458a943f469E1Cf4eA85B173f5Cd342F4	18	#	mooBHC	0x56E899E56F6B8635B4A01b724db23674a64A7231	0x56E899E56F6B8635B4A01b724db23674a64A7231	1	0	pancake	BHC	0	False	active		['BHC']	0.5		
79	thugs-drugs-btri	single-assets/DRUGS.png	DRUGS BTRI	DRUGSâ€‹â€‹â€‹â€‹â€‹â€‹	Uses: Traphouse	0x339550404Ca4d831D12B1b2e4768869997390010	18	#	mooDrugsBTRI	0xFAE4a35305a1dcED8303029ac05e51386f667ED8	0xFAE4a35305a1dcED8303029ac05e51386f667ED8	1	0	pancake	DRUGS	0	True	eol	Thugs	['DRUGS']	0.5		
80	street-btri-bnb	bnb-pairs/bTRI-BNB.png	bTRI-BNB TLP	bTRI-BNB TLP	Uses: Traphouse	0x982eE1343c73688314990483dea924808231dE4D	18	#	mooStreetBTRI-BNB	0x589bf2811CC824C328B5FC38288f141cB0053fAd	0x589bf2811CC824C328B5FC38288f141cB0053fAd	1	0	lps	street-btri-bnb	0	True	eol	Thugs	['bTRI', 'BNB']	0.5		
81	street-btri-cred	uncategorized/bTRI-CRED.png	bTRI-CRED TLP	bTRI-CRED TLP	Uses: Traphouse	0xF271F9Cc3E3626394978A9C0C9582931fa3caDD1	18	#	mooStreetBTRI-CRED	0x370533CB4f8b3f018caE837a83960AEfCeB36f39	0x370533CB4f8b3f018caE837a83960AEfCeB36f39	1	0	lps	street-btri-cred	0	True	eol	Thugs	['bTRI', 'CRED']	0.5		
82	cake-ltc-bnb	bnb-pairs/LTC-BNB.svg	LTC-BNB LP	LTC-BNB LP	Uses: Pancake	0xbc765fd113c5bdb2ebc25f711191b56bb8690aec	18	#	mooPancakeLTC-BNB	0x4D6294D36aD4201De1D93Af18A61453B8865d008	0x4D6294D36aD4201De1D93Af18A61453B8865d008	1	0	lps	cake-ltc-bnb	0	False	active	Pancake	['LTC', 'BNB']	0.5		
83	cake-ada-bnb	bnb-pairs/ADA-BNB.svg	ADA-BNB LP	ADA-BNB LP	Uses: Pancake	0xba51d1ab95756ca4eab8737ecd450cd8f05384cf	18	#	mooPancakeADA-BNB	0x1d23ecC0645B07791b7D99349e253ECEbe43f614	0x1d23ecC0645B07791b7D99349e253ECEbe43f614	1	0	lps	cake-ada-bnb	0	False	active	Pancake	['ADA', 'BNB']	0.5		
84	cake-dot-bnb	bnb-pairs/DOT-BNB.svg	DOT-BNB LP	DOT-BNB LP	Uses: Pancake	0xbcd62661a6b1ded703585d3af7d7649ef4dcdb5c	18	#	mooPancakeDOT-BNB	0xb8b7CAF72D75Ac8b71bB208b2D98a9dac9d5c90B	0xb8b7CAF72D75Ac8b71bB208b2D98a9dac9d5c90B	1	0	lps	cake-dot-bnb	0	False	active	Pancake	['DOT', 'BNB']	0.5		
85	bakery-bake-busd	busd-pairs/BAKE-BUSD.png	BAKE-BUSD BLP	BAKE-BUSD BLP	Uses: Bakery	0x6E218EA042BeF40a8baF706b00d0f0A7b4fCE50a	18	#	mooBakeryBAKE-BUSD	0x23293B8A7c65aF396Bda8Ff75E02c62f6db8f202	0x23293B8A7c65aF396Bda8Ff75E02c62f6db8f202	1	0	lps	bakery-bake-busd	0	False	active	Bakery	['BAKE', 'BUSD']			
86	jetfuel-vapor-bnb	bnb-pairs/VAPOR-BNB.png	VAPOR-BNB LP	VAPOR-BNB LP	Uses: Pancake	0x01ffd4B8dE49442ab3EF755cC6bb57deEB6B871a	18	#	mooJfVAPOR-BNB	0x00EcbB8f9853dbC621b39ab205a148A26eAC3B11	0x00EcbB8f9853dbC621b39ab205a148A26eAC3B11	1	0	lps	jetfuel-vapor-bnb	0	False	active	JetFuel	['VAPOR', 'BNB']	1.0		
87	cake-bdo-bnb-sbdo	single-assets/SBDO.png	BDO-BNB LP (SBDO)	BDO-BNB LP (SBDO)	Uses: Pancake	0x74690f829fec83ea424ee1F1654041b2491A7bE9	18	#	mooBdollarBDO-BNB-SBDO	0x9355af5ABD030E8BC2Dc63a38F1C956F1e150308	0x9355af5ABD030E8BC2Dc63a38F1C956F1e150308	1	0	lps	cake-bdo-bnb-sbdo	0	False	active	bDollar	['BDO', 'BNB']	0.5		
88	cake-bdo-bnb-old	single-assets/BDO.png	BDO-BNB LP	BDO-BNB LP	Uses: Pancake	0x74690f829fec83ea424ee1F1654041b2491A7bE9	18	#	mooBdollarBDO-BNB	0x2B19461954cCBa9e1b60bD0bC6453FeaC8aa1a17	0x2B19461954cCBa9e1b60bD0bC6453FeaC8aa1a17	1	0	lps	cake-bdo-bnb	0	True	eol	bDollar	['BDO', 'BNB']	0.5		
89	cake-sbdo-busd	single-assets/SBDO.png	SBDO-BUSD LP	SBDO-BUSD LP	Uses: Pancake	0xA0718093baa3E7AAE054eED71F303A4ebc1C076f	18	#	mooBdollarSBDO-BUSD	0x9327029cf20B78e445397dAf0c4e9c19a931D62e	0x9327029cf20B78e445397dAf0c4e9c19a931D62e	1	0	lps	cake-sbdo-busd	0	False	active	bDollar	['SBDO', 'BUSD']	0.5		
90	cake-bdo-busd	single-assets/SBDO.png	BDO-BUSD LP	BDO-BUSD LP	Uses: Pancake	0xc5b0d73A7c0E4eaF66baBf7eE16A2096447f7aD6	18	#	mooBdollarBDO-BUSD	0x0fA31301EaA9633b3e4F7dF22F7543115759cf5a	0x0fA31301EaA9633b3e4F7dF22F7543115759cf5a	1	0	lps	cake-bdo-busd	0	False	active	bDollar	['BDO', 'BUSD']	0.5		
91	venus-beth	single-assets/BETH.png	BETH	BETH	Uses: Venus	0x250632378e573c6be1ac2f97fcdf00515d0aa91b	18	#	mooVenusBETH	0xB38D32336538559Ce6680952B0Be4917ed015c39	0xB38D32336538559Ce6680952B0Be4917ed015c39	1	0	bakery	BETH	0	False	active	Venus	['BETH']	1.0		
92	venus-dai	single-assets/DAI.svg	DAI	DAI	Uses: Venus	0x1af3f329e8be154074d8769d1ffa4ee058b1dbc3	18	#	mooVenusDAI	0x813aDbc7b9a9822FA37510F52aD14bDBc45aA306	0x813aDbc7b9a9822FA37510F52aD14bDBc45aA306	1	0	pancake	DAI	0	False	active	Venus	['DAI']	1.0		
93	venus-fil	single-assets/FIL.svg	FIL	FIL	Uses: Venus	0x0d8ce2a99bb6e3b7db580ed848240e4a0f9ae153	18	#	mooVenusFIL	0x8B80E58328aEF3796D70D29F65d516d29ACD944d	0x8B80E58328aEF3796D70D29F65d516d29ACD944d	1	0	pancake	FIL	0	False	active	Venus	['FIL']	1.0		
94	cake-ten-bnb	bnb-pairs/TEN-BNB.svg	TEN-BNB LP	TEN-BNB LP	Uses: Pancake	0x01ecc44Ddd2D104F44D2AA1A2bD9DFbC91aE8275	18	#	mooPancakeTEN-BNB	0x3040387C46e21B453e4a8f648528368b9066628B	0x3040387C46e21B453e4a8f648528368b9066628B	1	0	lps	cake-ten-bnb	0	False	active	Pancake	['TEN', 'BNB']	0.5		
95	cake-balbt-bnb	bnb-pairs/BALBT-BNB.svg	bALBT-BNB LP	bALBT-BNB LP	Uses: Pancake	0xbe14f3a89A4F7f279Af9d99554cf12E8C29dB921	18	#	mooPancakebALBT-BNB	0xc2c792807A32fB9F9f985749Ef90673D8e1Bad44	0xc2c792807A32fB9F9f985749Ef90673D8e1Bad44	1	0	lps	cake-balbt-bnb	0	False	active	Pancake	['bALBT', 'BNB']	0.5		
96	cake-bscx-bnb	bnb-pairs/BSCX-BNB.svg	BSCX-BNB LP	BSCX-BNB LP	Uses: Pancake	0x20781bc3701c5309ac75291f5d09bdc23d7b7fa8	18	#	mooPancakeBSCX-BNB	0xb5f0ff997bec850b11792ed07b2b5abdea869b84	0xb5f0ff997bec850b11792ed07b2b5abdea869b84	1	0	lps	cake-bscx-bnb	0	False	active	Pancake	['BSCX', 'BNB']	0.5		
97	bakery-btc-bnb	bnb-pairs/BTC-BNB.png	BTC-BNB BLP	BTC-BNB BLP	Uses: Bakery	0x58521373474810915b02FE968D1BCBe35Fc61E09	18	#	mooBakeryBTC-BNB	0xeD4ea30c755676C07d3e0e0f74Ff84C0193B4551	0xeD4ea30c755676C07d3e0e0f74Ff84C0193B4551	1	0	lps	bakery-btc-bnb	0	False	active	Bakery	['BTC', 'BNB']	0.5		
98	street-bhc-bnb	bnb-pairs/BHC-BNB.png	BHC-BNB TLP	BHC-BNB TLP	Uses: Traphouse	0xd46E7f33f8788f87D6017074dC4e4d781D3df91E	18	#	mooStreetBHC-BNB	0x7EED74dacB305C03A8f624282d6AEF15f1CD3777	0x7EED74dacB305C03A8f624282d6AEF15f1CD3777	1	0	lps	street-bhc-bnb	0	True	eol	Thugs	['BHC', 'BNB']	1.0		
99	street-jgn-bnb	bnb-pairs/JGN-BNB.png	JGN-BNB TLP	JGN-BNB TLP	Uses: Traphouse	0xc7C4726D0A45E4e7392901A90dCB52Ec4d2Bd1a3	18	#	mooStreetJGN-BNB	0x34199dc9ad1bD3D4A6EC70c120B8780e3A2Ca6C7	0x34199dc9ad1bD3D4A6EC70c120B8780e3A2Ca6C7	1	0	lps	street-jgn-bnb	0	True	eol	Thugs	['JGN', 'BNB']	1.0		
100	cake-unfi-bnb	bnb-pairs/UNFI-BNB.svg	UNFI-BNB LP	UNFI-BNB LP	Uses: Pancake	0xbEA35584b9a88107102ABEf0BDeE2c4FaE5D8c31	18	#	mooPancakeUNFI-BNB	0x03090F5E40934E0F1AAe73b2F1cFD240DBD7Af5E	0x03090F5E40934E0F1AAe73b2F1cFD240DBD7Af5E	1	0	lps	cake-unfi-bnb	0	False	active	Pancake	['UNFI', 'BNB']	1.0		
101	cake-reef-bnb	bnb-pairs/REEF-BNB.svg	REEF-BNB LP	REEF-BNB LP	Uses: Pancake	0x58B58cab6C5cF158f63A2390b817710826d116D0	18	#	mooPancakeREEF-BNB	0x6E0F2e199FC10B3F354C6825fCbC24a5de96B4bF	0x6E0F2e199FC10B3F354C6825fCbC24a5de96B4bF	1	0	lps	cake-reef-bnb	0	False	active	Pancake	['REEF', 'BNB']	1.0		
102	cake-stax-cake	cake-pairs/STAX-CAKE.svg	STAX-CAKE LP	STAX-CAKE LP	Uses: Pancake	0x7cd05f8b960Ba071FdF69C750c0E5a57C8366500	18	#	mooPancakeSTAX-CAKE	0xB194bcA26660abC93042fd6b475F2dD0b5175ED7	0xB194bcA26660abC93042fd6b475F2dD0b5175ED7	1	0	lps	cake-stax-cake	0	False	active	Pancake	['STAX', 'CAKE']	1.0		
103	cake-nar-cake	cake-pairs/NAR-CAKE.svg	NAR-CAKE LP	NAR-CAKE LP	Uses: Pancake	0x745C4fD226E169d6da959283275A8E0EcDd7F312	18	#	mooPancakeNAR-CAKE	0xFaa95d27A91eb2305bD1B4b12a9cE564874eE349	0xFaa95d27A91eb2305bD1B4b12a9cE564874eE349	1	0	lps	cake-nar-cake	0	False	active	Pancake	['NAR', 'CAKE']	1.0		
104	cake-nya-cake	cake-pairs/NYA-CAKE.svg	NYA-CAKE LP	NYA-CAKE LP	Uses: Pancake	0x2730bf486d658838464A4ef077880998D944252d	18	#	mooPancakeNYA-CAKE	0x5f640a217026FeFD0C4F1E581b44794c3d5F4638	0x5f640a217026FeFD0C4F1E581b44794c3d5F4638	1	0	lps	cake-nya-cake	0	False	active	Pancake	['NYA', 'CAKE']	1.0		
105	thugs-drugs-drugs	single-assets/DRUGS.png	DRUGS v2	DRUGS v2	Uses: Traphouse	0x339550404Ca4d831D12B1b2e4768869997390010	18	#	mooDrugsGunsV2	0x8AE31751A226B0C5357a377E53B6DB12bDF5e64d	0x8AE31751A226B0C5357a377E53B6DB12bDF5e64d	1	0	pancake	DRUGS	0	True	eol	Thugs	['DRUGS']	0.5		
106	thugs-drugs-bhc	single-assets/DRUGS.png	DRUGS BHC	DRUGSâ€‹	Uses: Traphouse	0x339550404Ca4d831D12B1b2e4768869997390010	18	#	mooDrugsBHC	0xE7408598DB157Cd4A24Bc26B579910AF36a72fad	0xE7408598DB157Cd4A24Bc26B579910AF36a72fad	1	0	pancake	DRUGS	0	True	eol	Thugs	['DRUGS']	0.5		
107	thugs-drugs-jgn	single-assets/DRUGS.png	DRUGS JGN	DRUGSâ€‹â€‹	Uses: Traphouse	0x339550404Ca4d831D12B1b2e4768869997390010	18	#	mooDrugsJGN	0x40e39743dBcb30c7Fc4152F57F29Cd22D9fc7932	0x40e39743dBcb30c7Fc4152F57F29Cd22D9fc7932	1	0	pancake	DRUGS	0	True	eol	Thugs	['DRUGS']	0.5		
108	jetfuel-fuel-bnb-ss	bnb-pairs/FUEL-BNB.png	FUEL-BNB TLP	FUEL-BNB TLP	Uses: Traphouse	0xd26092c6ce6FB359302A9453dc0c7f312794Ef7E	18	#	mooJfFUEL-BNB-SS	0xda643fBC5faA4FB3a95c62dBF729fE2B0Ff4F577	0xda643fBC5faA4FB3a95c62dBF729fE2B0Ff4F577	1	0	lps	jetfuel-fuel-bnb-ss	0	False	active	JetFuel	['FUEL', 'BNB']	1.0		
109	jetfuel-fuel-bnb-pcs	bnb-pairs/FUEL-BNB.png	FUEL-BNB LP	FUEL-BNB LP	Uses: Pancake	0x3763A3263CEaca5e7Cc1Bc22A43920bAd9f743Cd	18	#	mooJfFUEL-BNB-PCS	0x9d3Aa54172D49659Ee9948d1b7D602989d39Ffa6	0x9d3Aa54172D49659Ee9948d1b7D602989d39Ffa6	1	0	lps	jetfuel-fuel-bnb-pcs	0	False	active	JetFuel	['FUEL', 'BNB']	1.0		
110	jetfuel-bhc-bnb	bnb-pairs/BHC-BNB.png	BHC-BNB LP	BHC-BNB LP	Uses: Traphouse	0xd46E7f33f8788f87D6017074dC4e4d781D3df91E	18	#	mooJfBHC-BNB	0xfb62a8d9d162632C5AaD94f6bf353a19AeCd2855	0xfb62a8d9d162632C5AaD94f6bf353a19AeCd2855	1	0	lps	jetfuel-bhc-bnb	0	False	active	JetFuel	['BHC', 'BNB']	1.0		
111	jetfuel-eth-bnb	bnb-pairs/ETH-BNB.svg	ETH-BNB LP	ETH-BNB LP	Uses: Pancake	0x70D8929d04b60Af4fb9B58713eBcf18765aDE422	18	#	mooJfETH-BNB	0x25Fb99cf1DCe844cD823bD1e8FB0c1DCc85dAD0E	0x25Fb99cf1DCe844cD823bD1e8FB0c1DCc85dAD0E	1	0	lps	jetfuel-eth-bnb	0	False	active	JetFuel	['ETH', 'BNB']	1.0		
112	jetfuel-cake-bnb	bnb-pairs/CAKE-BNB.svg	CAKE-BNB LP	CAKE-BNB LP	Uses: Pancake	0xA527a61703D82139F8a06Bc30097cC9CAA2df5A6	18	#	mooJfCAKE-BNB	0xC0766D0F482c7174274bE653dcB0B80c0436dFCc	0xC0766D0F482c7174274bE653dcB0B80c0436dFCc	1	0	lps	jetfuel-cake-bnb	0	False	active	JetFuel	['CAKE', 'BNB']	1.0		
113	jetfuel-uni-bnb	bnb-pairs/UNI-BNB.svg	UNI-BNB LP	UNI-BNB LP	Uses: Pancake	0x4269e7F43A63CEA1aD7707Be565a94a9189967E9	18	#	mooJfUNI-BNB	0xD96c8527d20acfa7D5D2054Bfb375fd0cB428322	0xD96c8527d20acfa7D5D2054Bfb375fd0cB428322	1	0	lps	jetfuel-uni-bnb	0	False	active	JetFuel	['UNI', 'BNB']	1.0		
114	jetfuel-link-bnb	bnb-pairs/LINK-BNB.svg	LINK-BNB LP	LINK-BNB LP	Uses: Pancake	0xaeBE45E3a03B734c68e5557AE04BFC76917B4686	18	#	mooJfLINK-BNB	0x73fA0bbAb2e3288123674200553fBfCb94037Fcb	0x73fA0bbAb2e3288123674200553fBfCb94037Fcb	1	0	lps	jetfuel-link-bnb	0	False	active	JetFuel	['LINK', 'BNB']	1.0		
115	jetfuel-busd-bnb	bnb-pairs/BUSD-BNB.svg	BUSD-BNB LP	BUSD-BNB LP	Uses: Pancake	0x1B96B92314C44b159149f7E0303511fB2Fc4774f	18	#	mooJfBUSD-BNB	0x8af2D7289A093CF1019D9e20554F6c7aD5791A94	0x8af2D7289A093CF1019D9e20554F6c7aD5791A94	1	0	lps	jetfuel-busd-bnb	0	False	active	JetFuel	['BUSD', 'BNB']	1.0		
116	jetfuel-usdt-bnb	bnb-pairs/USDT-BNB.svg	USDT-BNB LP	USDT-BNB LP	Uses: Pancake	0x20bCC3b8a0091dDac2d0BC30F68E6CBb97de59Cd	18	#	mooJfUSDT-BNB	0x629C4ca0F3492476FAe31dE6FD456D7da1dfCEb7	0x629C4ca0F3492476FAe31dE6FD456D7da1dfCEb7	1	0	lps	jetfuel-usdt-bnb	0	False	active	JetFuel	['USDT', 'BNB']	1.0		
117	cake-smart	single-assets/SMART.png	CAKE SMART	CAKE	Uses: Pancake	0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82	18	https://docs.beefy.finance/beefyfinance/products/pancake-swap#cake-smart	mooCakeSmart	0xB0BDBB9E507dBF55f4aC1ef6ADa3E216202e06FD	0xB0BDBB9E507dBF55f4aC1ef6ADa3E216202e06FD	1	0	pancake	Cake	0	False	active	Pancake	['CAKE']	0.5		
118	venus-bch	single-assets/BCH.svg	BCH	BCH	Uses: Venus	0x8fF795a6F4D97E7887C79beA79aba5cc76444aDf	18	#	mooVenusBCH	0xf19878DE084C3c9753bB0DAD8aC5b9070fb7813c	0xf19878DE084C3c9753bB0DAD8aC5b9070fb7813c	1	0	pancake	BCH	0	False	active	Venus	['BCH']	1.0		
119	venus-dot	single-assets/DOT.png	DOT	DOT	Uses: Venus	0x7083609fCE4d1d8Dc0C979AAb8c869Ea2C873402	18	#	mooVenusDOT	0x2211191ff72505ED54Aa6aD3F6Fcc72c87CAb338	0x2211191ff72505ED54Aa6aD3F6Fcc72c87CAb338	1	0	pancake	DOT	0	False	active	Venus	['DOT']	1.0		
120	venus-link	single-assets/LINK.png	LINK	LINK	Uses: Venus	0xF8A0BF9cF54Bb92F17374d9e9A321E6a111a51bD	18	#	mooVenusLINK	0x8da7167860EDfc2bFfd790f217AB5e398803Bbc8	0x8da7167860EDfc2bFfd790f217AB5e398803Bbc8	1	0	pancake	LINK	0	False	active	Venus	['LINK']	1.0		
121	street-twt-bnb	bnb-pairs/TWT-BNB.svg	TWT-BNB TLP	TWT-BNB TLP	Uses: Traphouse	0xf7f21A56B19546A77EABABf23d8dca726CaF7577	18	#	mooStreetTWT-BNB	0x23f81b26e7dfB44832f627Ee533399285a11e711	0x23f81b26e7dfB44832f627Ee533399285a11e711	1	0	lps	street-twt-bnb	0	True	eol	Thugs	['TWT', 'BNB']	1.0		
122	street-sxp-bnb	bnb-pairs/SXP-BNB.svg	SXP-BNB TLP	SXP-BNB TLP	Uses: Traphouse	0xf08865069864A5a62EB4DD4b9dcB66834822a198	18	#	mooStreetSXP-BNB	0x0F5ef847595236Bb70833825FC9Bf0ef982CDD4C	0x0F5ef847595236Bb70833825FC9Bf0ef982CDD4C	1	0	lps	street-sxp-bnb	0	True	eol	Thugs	['SXP', 'BNB']	1.0		
123	street-xvs-bnb	bnb-pairs/XVS-BNB.svg	XVS-BNB TLP	XVS-BNB TLP	Uses: Traphouse	0x52a7FBe0995607B74e77A367036E76BCE11A3B44	18	#	mooStreetXVS-BNB	0x7ca3761D9886D5Ac233E58d5B2E60174B3A94b82	0x7ca3761D9886D5Ac233E58d5B2E60174B3A94b82	1	0	lps	street-xvs-bnb	0	True	eol	Thugs	['XVS', 'BNB']	1.0		
124	street-inj-bnb	bnb-pairs/INJ-BNB.svg	INJ-BNB TLP	INJ-BNB TLP	Uses: Traphouse	0x45ac15fb9650a790A0cD0f2b10c5EC4a6BbFCc2c	18	#	mooStreetINJ-BNB	0xFfEf22C020486a4118d4274a6D0573a80276d4b4	0xFfEf22C020486a4118d4274a6D0573a80276d4b4	1	0	lps	street-inj-bnb	0	True	eol	Thugs	['INJ', 'BNB']	1.0		
125	street-unfi-bnb	bnb-pairs/UNFI-BNB.svg	UNFI-BNB TLP	UNFI-BNB TLP	Uses: Traphouse	0x0fF2D8B1A11195526f42905892bCb29e7b9F338D	18	#	mooStreetUNFI-BNB	0x8F61350871B986B098A6757e3953CEF697D46025	0x8F61350871B986B098A6757e3953CEF697D46025	1	0	lps	street-unfi-bnb	0	True	eol	Thugs	['UNFI', 'BNB']	1.0		
126	street-ltc-bnb	bnb-pairs/LTC-BNB.svg	LTC-BNB TLP	LTC-BNB TLP	Uses: Traphouse	0x8Ea481FE8e35c74355DaF9B5f6b3b69F3c864aFc	18	#	mooStreetLTC-BNB	0x40BBdaD2e12A3E9900F2e6e6A5B605c36182BEa0	0x40BBdaD2e12A3E9900F2e6e6A5B605c36182BEa0	1	0	lps	street-ltc-bnb	0	True	eol	Thugs	['LTC', 'BNB']	1.0		
127	street-alpha-bnb	bnb-pairs/ALPHA-BNB.svg	ALPHA-BNB TLP	ALPHA-BNB TLP	Uses: Traphouse	0x8d27dccB0fb3d6621fA4F4155d719f4AF159286e	18	#	mooStreetALPHA-BNB	0x1061c2962fccD794C4131b3c13058302618329E9	0x1061c2962fccD794C4131b3c13058302618329E9	1	0	lps	street-alpha-bnb	0	True	eol	Thugs	['ALPHA', 'BNB']	1.0		
128	cake-yfii-bnb	bnb-pairs/YFII-BNB.svg	YFII-BNB LP	YFII-BNB LP	Uses: Pancake	0x574a978c2D0d36D707a05E459466C7A1054F1210	18	#	mooPancakeYFII-BNB	0xcB00A85dbb29Ab9e2581660031BF56EfC819a559	0xcB00A85dbb29Ab9e2581660031BF56EfC819a559	1	0	lps	cake-yfii-bnb	0	False	active	Pancake	['YFII', 'BNB']	1.0		
